student_id,enroll_month,channel,grade_band,sessions_per_week,assessment_gap,first8_attendance,tenure_months,churned,cac,revenue_to_date
S00798,26,referral,elementary,1,3.3,0.894,4.0,0,60,1260.0
S00799,20,paid,elementary,2,1.1,0.93,10.0,0,495,3150.0
S00800,28,walk_in,middle,1,2.0,0.594,1.49,1,45,469.35
S00801,26,organic,elementary,1,3.1,0.856,4.0,0,95,1260.0
S00802,8,referral,elementary,2,2.0,0.861,19.11,1,60,6019.65
S00803,25,paid,elementary,2,0.0,0.845,0.5,1,495,157.5
S00804,0,referral,middle,2,2.0,1.0,30.0,0,60,9450.0
S00805,25,walk_in,high,1,1.4,0.67,1.45,1,45,456.75
S00806,15,walk_in,elementary,1,1.6,1.0,2.31,1,45,727.65
S00807,2,organic,middle,1,2.6,0.738,24.24,1,95,7635.6
S00808,13,paid,middle,2,2.1,1.0,1.61,1,495,507.15
S00809,0,walk_in,elementary,2,1.5,0.872,17.1,1,45,5386.5
S00810,20,walk_in,elementary,2,2.5,0.686,4.23,1,45,1332.45
S00811,11,organic,high,1,2.1,0.84,3.81,1,95,1200.15
S00812,17,walk_in,college,2,1.8,0.899,3.49,1,45,1099.35
S00813,28,paid,high,1,2.0,0.893,2.0,0,495,630.0
S00814,4,organic,elementary,1,1.9,0.955,10.54,1,95,3320.1
S00815,18,referral,high,2,1.4,0.783,12.0,0,60,3780.0
S00816,15,paid,middle,2,1.3,0.939,3.09,1,495,973.35
S00817,17,paid,elementary,2,1.7,0.948,13.0,0,495,4095.0
S00818,16,paid,middle,1,0.8,0.858,2.31,1,495,727.65
S00819,24,paid,high,1,0.6,0.794,6.0,0,495,1890.0
S00820,6,organic,high,2,2.9,0.709,21.43,1,95,6750.45
S00821,19,organic,middle,1,1.5,0.939,11.0,0,95,3465.0
S00822,21,referral,elementary,1,1.7,0.935,9.0,0,60,2835.0
S00823,3,paid,high,1,1.6,0.761,1.25,1,495,393.75
S00824,29,paid,college,2,1.7,0.721,1.0,0,495,315.0
S00825,14,referral,middle,2,1.7,1.0,16.0,0,60,5040.0
S00826,1,organic,elementary,1,1.8,0.673,0.5,1,95,157.5
S00827,26,organic,middle,1,1.0,0.896,4.0,0,95,1260.0
S00828,19,organic,high,2,2.5,0.743,11.0,0,95,3465.0
S00829,24,organic,middle,2,1.1,0.702,4.31,1,95,1357.65
S00830,2,referral,middle,1,2.6,0.821,10.65,1,60,3354.75
S00831,1,organic,elementary,2,0.0,0.923,29.0,0,95,9135.0
S00832,28,organic,elementary,2,0.7,1.0,2.0,0,95,630.0
S00833,29,paid,elementary,2,2.6,1.0,1.0,0,495,315.0
S00834,14,organic,elementary,1,1.6,0.831,16.0,0,95,5040.0
S00835,15,organic,college,1,1.1,0.987,7.95,1,95,2504.25
S00836,28,referral,elementary,2,2.0,0.968,2.0,0,60,630.0
S00837,8,referral,high,2,0.8,0.851,22.0,0,60,6930.0
S00838,1,organic,high,2,1.8,0.768,15.72,1,95,4951.8
S00839,12,paid,middle,1,0.0,1.0,6.94,1,495,2186.1
S00840,18,organic,middle,1,1.3,0.825,5.27,1,95,1660.05
S00841,28,paid,elementary,2,1.1,0.892,2.0,0,495,630.0
S00842,3,paid,high,2,2.2,0.813,2.57,1,495,809.55
S00843,26,organic,high,1,2.5,0.797,4.0,0,95,1260.0
S00844,24,organic,high,1,0.9,0.817,6.0,0,95,1890.0
S00845,10,paid,middle,1,3.1,0.866,5.03,1,495,1584.45
S00846,26,paid,college,2,1.2,1.0,4.0,0,495,1260.0
S00847,19,organic,high,1,0.0,0.883,4.65,1,95,1464.75
S00848,27,referral,middle,1,0.0,0.773,3.0,0,60,945.0
S00849,2,organic,high,2,3.1,0.81,4.17,1,95,1313.55
S00850,5,walk_in,elementary,1,1.6,0.689,22.95,1,45,7229.25
S00851,23,organic,college,1,1.1,0.804,2.86,1,95,900.9
S00852,29,organic,middle,1,1.0,1.0,1.0,0,95,315.0
S00853,2,organic,high,1,0.7,1.0,14.0,1,95,4410.0
S00854,11,walk_in,elementary,1,2.9,0.834,19.0,0,45,5985.0
S00855,21,organic,college,1,1.6,0.735,8.07,1,95,2542.05
S00856,27,paid,elementary,1,3.3,0.861,3.0,0,495,945.0
S00857,9,walk_in,middle,1,1.5,0.61,0.88,1,45,277.2
S00858,15,walk_in,elementary,2,0.0,0.868,13.68,1,45,4309.2
S00859,4,organic,elementary,2,2.5,0.998,5.21,1,95,1641.15
S00860,4,paid,high,1,1.4,0.942,26.0,0,495,8190.0
S00861,4,paid,elementary,1,1.5,0.705,3.28,1,495,1033.2
S00862,2,referral,middle,2,3.1,0.622,15.69,1,60,4942.35
S00863,29,organic,elementary,1,1.5,0.95,1.0,0,95,315.0
S00864,17,organic,high,1,2.7,0.797,2.04,1,95,642.6
S00865,6,organic,elementary,1,1.7,0.782,9.41,1,95,2964.15
S00866,27,organic,middle,1,1.0,0.924,3.0,0,95,945.0
S00867,14,paid,high,1,2.2,0.762,2.7,1,495,850.5
S00868,4,organic,high,1,1.2,0.659,3.38,1,95,1064.7
S00869,4,organic,high,2,2.8,0.906,2.87,1,95,904.05
S00870,20,organic,college,1,2.6,0.736,0.78,1,95,245.7
S00871,14,organic,elementary,1,1.8,0.733,16.0,0,95,5040.0
S00872,26,organic,high,1,2.2,0.679,0.5,1,95,157.5
S00873,24,walk_in,high,1,2.2,0.852,3.05,1,45,960.75
S00874,6,paid,high,1,1.5,0.768,14.69,1,495,4627.35
S00875,7,organic,high,1,2.5,0.88,2.99,1,95,941.85
S00876,16,referral,elementary,1,1.5,0.827,2.48,1,60,781.2
S00877,21,organic,elementary,1,2.3,0.939,9.0,0,95,2835.0
S00878,11,organic,high,2,0.8,0.866,19.0,0,95,5985.0
S00879,10,walk_in,middle,2,1.8,0.791,2.92,1,45,919.8
S00880,7,walk_in,elementary,2,2.1,0.634,5.99,1,45,1886.85
S00881,3,paid,elementary,1,1.0,0.759,1.47,1,495,463.05
S00882,27,organic,middle,2,1.3,0.964,3.0,0,95,945.0
S00883,24,organic,elementary,1,1.2,1.0,5.88,1,95,1852.2
S00884,26,organic,high,2,2.4,0.699,1.83,1,95,576.45
S00885,10,organic,middle,1,1.1,0.761,2.17,1,95,683.55
S00886,8,organic,high,1,2.1,0.866,22.0,0,95,6930.0
S00887,19,organic,elementary,2,3.1,0.857,11.0,0,95,3465.0
S00888,12,paid,middle,2,2.0,0.78,18.0,0,495,5670.0
S00889,28,organic,elementary,2,0.3,0.939,2.0,0,95,630.0
S00890,23,organic,high,2,1.8,0.687,7.0,0,95,2205.0
S00891,21,walk_in,middle,1,2.6,0.774,6.61,1,45,2082.15
S00892,3,organic,elementary,1,1.4,0.959,12.14,1,95,3824.1
S00893,9,organic,college,2,2.7,1.0,5.6,1,95,1764.0
S00894,1,organic,high,1,2.3,0.802,2.33,1,95,733.95
S00895,18,referral,middle,1,2.1,0.801,7.26,1,60,2286.9
S00896,16,paid,high,2,1.5,0.926,7.47,1,495,2353.05
S00897,22,paid,middle,1,1.2,0.991,2.15,1,495,677.25
S00898,19,paid,college,1,1.5,0.91,11.0,0,495,3465.0
S00899,6,organic,elementary,1,1.8,0.761,18.2,1,95,5733.0
S00900,26,organic,college,1,2.2,0.864,4.0,0,95,1260.0
S00901,28,paid,elementary,1,2.1,0.935,2.0,0,495,630.0
S00902,3,walk_in,high,1,1.4,0.783,16.04,1,45,5052.6
S00903,6,referral,elementary,2,1.8,0.717,24.0,0,60,7560.0
S00904,21,paid,middle,1,2.1,0.885,6.13,1,495,1930.95
S00905,1,paid,middle,1,0.2,0.955,13.89,1,495,4375.35
S00906,3,organic,elementary,1,1.0,0.985,4.69,1,95,1477.35
S00907,15,walk_in,elementary,1,1.0,0.889,15.0,0,45,4725.0
S00908,21,organic,elementary,2,1.5,0.806,9.0,0,95,2835.0
S00909,14,organic,high,1,1.5,0.809,3.9,1,95,1228.5
S00910,15,referral,elementary,2,1.5,0.764,7.07,1,60,2227.05
S00911,4,referral,middle,1,0.9,0.78,15.67,1,60,4936.05
S00912,11,referral,middle,2,2.3,0.779,19.0,0,60,5985.0
S00913,14,paid,elementary,2,2.0,0.801,4.22,1,495,1329.3
S00914,3,organic,college,1,0.2,1.0,8.13,1,95,2560.95
S00915,8,organic,middle,1,1.7,0.714,6.13,1,95,1930.95
S00916,8,referral,high,1,0.7,0.888,12.9,1,60,4063.5
S00917,24,walk_in,high,1,3.2,0.716,1.46,1,45,459.9
S00918,7,organic,high,1,1.3,1.0,3.24,1,95,1020.6
S00919,14,referral,elementary,1,1.4,0.89,8.28,1,60,2608.2
S00920,27,paid,elementary,1,1.8,0.803,3.0,0,495,945.0
S00921,15,organic,middle,1,1.5,0.946,1.94,1,95,611.1
S00922,27,paid,elementary,1,1.7,0.855,3.0,0,495,945.0
S00923,4,organic,elementary,1,3.1,0.733,0.5,1,95,157.5
S00924,3,paid,high,1,1.9,1.0,27.0,0,495,8505.0
S00925,28,organic,middle,2,2.5,0.91,2.0,0,95,630.0
S00926,24,referral,middle,1,2.7,0.992,4.09,1,60,1288.35
S00927,7,paid,elementary,2,0.8,1.0,5.86,1,495,1845.9
S00928,18,referral,high,1,3.2,0.865,12.0,0,60,3780.0
S00929,17,walk_in,middle,2,2.3,0.856,13.0,0,45,4095.0
S00930,7,organic,elementary,1,2.6,0.689,23.0,0,95,7245.0
S00931,23,organic,college,1,0.9,0.962,7.0,0,95,2205.0
S00932,26,walk_in,college,1,2.5,0.82,4.0,0,45,1260.0
S00933,15,paid,high,2,2.1,0.924,15.0,0,495,4725.0
S00934,20,organic,high,1,1.2,0.87,2.89,1,95,910.35
S00935,9,organic,middle,2,3.8,0.699,18.07,1,95,5692.05
S00936,26,walk_in,elementary,2,2.2,0.736,4.0,0,45,1260.0
S00937,19,paid,high,1,1.5,0.934,11.0,0,495,3465.0
S00938,7,organic,elementary,1,1.9,0.981,23.0,0,95,7245.0
S00939,21,paid,middle,1,2.5,0.781,0.5,1,495,157.5
S00940,9,paid,elementary,1,2.7,0.853,7.32,1,495,2305.8
S00941,4,paid,elementary,2,2.2,0.997,26.0,0,495,8190.0
S00942,12,walk_in,high,1,2.8,0.708,9.69,1,45,3052.35
S00943,7,walk_in,middle,2,3.0,0.773,20.15,1,45,6347.25
S00944,3,organic,high,1,0.6,0.776,4.1,1,95,1291.5
S00945,5,organic,high,1,1.3,0.996,0.96,1,95,302.4
S00946,17,paid,high,2,0.9,0.933,13.0,0,495,4095.0
S00947,0,referral,middle,1,1.8,0.794,30.0,0,60,9450.0
S00948,6,paid,high,2,3.0,0.629,5.57,1,495,1754.55
S00949,18,referral,high,1,2.3,0.802,12.0,0,60,3780.0
S00950,7,paid,high,1,0.8,0.998,3.62,1,495,1140.3
S00951,29,organic,high,1,1.5,0.826,1.0,0,95,315.0
S00952,11,referral,elementary,1,2.6,0.762,1.24,1,60,390.6
S00953,8,organic,elementary,2,1.2,0.962,22.0,0,95,6930.0
S00954,11,referral,middle,1,1.6,0.719,16.67,1,60,5251.05
S00955,28,organic,elementary,1,2.0,0.841,2.0,0,95,630.0
S00956,7,paid,elementary,2,0.1,1.0,3.84,1,495,1209.6
S00957,11,walk_in,high,2,2.4,0.752,2.26,1,45,711.9
S00958,14,paid,elementary,1,2.0,0.745,0.5,1,495,157.5
S00959,27,organic,elementary,2,2.2,0.874,3.0,0,95,945.0
S00960,29,paid,high,1,0.8,0.879,0.99,1,495,311.85
S00961,2,paid,elementary,1,1.0,0.855,28.0,0,495,8820.0
S00962,1,organic,elementary,1,1.2,0.894,7.09,1,95,2233.35
S00963,9,organic,college,1,1.9,0.865,1.48,1,95,466.2
S00964,25,organic,high,1,1.8,0.744,4.82,1,95,1518.3
S00965,25,paid,middle,1,1.8,0.772,5.0,0,495,1575.0
S00966,12,paid,elementary,1,3.3,0.826,10.3,1,495,3244.5
S00967,27,paid,elementary,2,2.9,0.938,3.0,0,495,945.0
S00968,16,organic,college,2,1.1,1.0,14.0,0,95,4410.0
S00969,24,paid,high,1,1.1,0.784,3.04,1,495,957.6
S00970,21,organic,elementary,1,3.3,0.897,7.26,1,95,2286.9
S00971,20,walk_in,high,1,1.4,0.946,6.68,1,45,2104.2
S00972,22,walk_in,middle,1,3.0,0.788,8.0,0,45,2520.0
S00973,9,paid,high,1,3.2,0.835,11.95,1,495,3764.25
S00974,28,paid,elementary,1,1.2,0.963,2.0,0,495,630.0
S00975,29,referral,elementary,2,1.5,1.0,1.0,0,60,315.0
S00976,22,organic,elementary,2,1.8,0.75,8.0,0,95,2520.0
S00977,17,referral,elementary,2,0.9,0.971,13.0,0,60,4095.0
S00978,0,organic,high,2,0.8,0.895,9.1,1,95,2866.5
S00979,24,referral,high,1,1.4,0.841,2.08,1,60,655.2
S00980,17,organic,high,2,2.5,0.959,13.0,0,95,4095.0
S00981,11,paid,high,2,1.3,0.977,3.04,1,495,957.6
S00982,28,walk_in,elementary,1,1.5,0.748,2.0,0,45,630.0
S00983,28,organic,middle,2,1.3,0.857,2.0,0,95,630.0
S00984,18,referral,high,1,0.5,0.929,12.0,0,60,3780.0
S00985,18,paid,college,2,3.1,0.653,3.85,1,495,1212.75
S00986,6,organic,middle,2,0.0,1.0,9.73,1,95,3064.95
S00987,21,organic,high,2,1.1,0.889,9.0,0,95,2835.0
S00988,29,organic,college,2,2.2,0.865,1.0,0,95,315.0
S00989,4,organic,college,2,0.5,0.961,1.5,1,95,472.5
S00990,6,paid,elementary,1,2.3,1.0,24.0,0,495,7560.0
S00991,12,organic,high,1,2.8,0.804,13.57,1,95,4274.55
S00992,7,paid,middle,1,0.9,0.847,1.67,1,495,526.05
S00993,2,walk_in,middle,1,1.9,1.0,17.37,1,45,5471.55
S00994,19,walk_in,middle,1,0.7,0.84,10.64,1,45,3351.6
S00995,10,walk_in,elementary,1,2.2,0.77,12.29,1,45,3871.35
S00996,0,referral,elementary,1,1.8,0.694,2.47,1,60,778.05
S00997,17,organic,high,1,1.9,0.959,12.39,1,95,3902.85
S00998,19,walk_in,high,1,2.9,0.826,11.0,0,45,3465.0
S00999,8,organic,high,2,2.1,0.903,22.0,0,95,6930.0
S01000,8,referral,elementary,1,2.9,0.814,4.75,1,60,1496.25
S01001,0,referral,elementary,2,2.3,0.828,30.0,0,60,9450.0
S01002,15,paid,middle,2,0.6,0.834,3.14,1,495,989.1
S01003,12,paid,college,1,2.0,0.752,1.86,1,495,585.9
S01004,28,organic,middle,1,2.2,0.875,0.5,1,95,157.5
S01005,22,paid,elementary,1,0.4,0.922,8.0,0,495,2520.0
S01006,21,organic,middle,1,2.9,0.974,9.0,0,95,2835.0
S01007,11,organic,college,1,1.8,0.763,19.0,0,95,5985.0
S01008,21,organic,high,1,2.0,0.784,7.12,1,95,2242.8
S01009,23,referral,high,1,0.9,0.775,3.15,1,60,992.25
S01010,23,walk_in,middle,1,1.8,0.996,7.0,0,45,2205.0
S01011,11,organic,elementary,1,2.0,0.703,3.91,1,95,1231.65
S01012,28,organic,high,2,1.4,0.968,1.49,1,95,469.35
S01013,16,organic,high,1,1.8,1.0,12.97,1,95,4085.55
S01014,17,organic,high,1,0.0,0.912,8.53,1,95,2686.95
S01015,9,organic,middle,1,2.9,0.875,0.71,1,95,223.65
S01016,22,paid,elementary,1,0.7,0.664,2.53,1,495,796.95
S01017,2,paid,elementary,1,0.0,0.885,4.58,1,495,1442.7
S01018,14,paid,high,1,0.9,0.706,1.64,1,495,516.6
S01019,23,organic,high,1,1.0,0.901,4.17,1,95,1313.55
S01020,27,paid,middle,1,2.2,0.829,0.5,1,495,157.5
S01021,15,organic,high,2,0.9,0.823,2.44,1,95,768.6
S01022,2,paid,middle,1,2.0,0.94,14.71,1,495,4633.65
S01023,23,paid,middle,2,0.9,0.945,7.0,0,495,2205.0
S01024,29,walk_in,middle,1,3.7,0.704,1.0,0,45,315.0
S01025,23,organic,elementary,1,2.2,0.772,2.22,1,95,699.3
S01026,22,referral,elementary,1,3.5,0.61,8.0,0,60,2520.0
S01027,23,organic,elementary,1,0.8,0.871,0.5,1,95,157.5
S01028,28,walk_in,elementary,1,2.3,1.0,2.0,0,45,630.0
S01029,11,paid,middle,1,0.9,0.809,10.68,1,495,3364.2
S01030,5,paid,elementary,2,2.2,0.894,16.51,1,495,5200.65
S01031,8,referral,high,1,2.3,0.764,22.0,0,60,6930.0
S01032,0,paid,elementary,1,0.3,1.0,30.0,0,495,9450.0
S01033,6,organic,middle,1,0.7,0.944,19.01,1,95,5988.15
S01034,13,organic,middle,2,0.7,0.89,11.26,1,95,3546.9
S01035,14,walk_in,elementary,2,0.4,0.735,11.25,1,45,3543.75
S01036,6,organic,middle,1,1.1,0.822,0.84,1,95,264.6
S01037,18,organic,middle,1,0.9,1.0,1.29,1,95,406.35
S01038,9,walk_in,middle,2,0.4,0.903,0.5,1,45,157.5
S01039,25,organic,high,2,1.8,0.935,5.0,0,95,1575.0
S01040,7,organic,high,1,2.2,0.776,10.95,1,95,3449.25
S01041,29,organic,elementary,2,0.5,0.722,1.0,0,95,315.0
S01042,3,organic,high,2,1.2,0.94,8.9,1,95,2803.5
S01043,21,paid,middle,1,1.7,0.886,2.48,1,495,781.2
S01044,19,paid,high,1,1.5,0.797,0.74,1,495,233.1
S01045,17,organic,elementary,1,1.1,0.837,1.22,1,95,384.3
S01046,13,organic,middle,1,2.4,0.851,8.33,1,95,2623.95
S01047,8,referral,high,1,2.5,0.75,0.92,1,60,289.8
S01048,18,referral,high,1,2.3,0.861,12.0,0,60,3780.0
S01049,17,paid,high,2,1.5,0.858,9.09,1,495,2863.35
S01050,21,organic,elementary,1,3.5,0.514,9.0,0,95,2835.0
S01051,8,paid,high,1,3.3,0.763,11.5,1,495,3622.5
S01052,3,paid,middle,1,1.3,0.804,3.83,1,495,1206.45
S01053,26,paid,high,2,1.6,0.784,4.0,0,495,1260.0
S01054,16,referral,high,1,2.8,0.845,1.24,1,60,390.6
S01055,6,paid,middle,2,1.0,0.849,24.0,0,495,7560.0
S01056,14,paid,high,1,2.1,0.892,4.78,1,495,1505.7
S01057,12,organic,high,1,1.8,0.965,5.76,1,95,1814.4
S01058,16,paid,high,1,1.1,0.893,14.0,0,495,4410.0
S01059,6,referral,middle,2,1.5,0.712,9.91,1,60,3121.65
S01060,26,referral,middle,1,0.3,0.834,4.0,0,60,1260.0
S01061,6,organic,elementary,2,1.2,0.993,24.0,0,95,7560.0
S01062,9,walk_in,high,1,0.0,0.899,0.51,1,45,160.65
S01063,22,referral,high,1,3.8,0.669,6.34,1,60,1997.1
S01064,1,paid,elementary,1,3.1,0.778,12.72,1,495,4006.8
S01065,6,paid,high,1,2.8,0.856,24.0,0,495,7560.0
S01066,2,referral,high,1,2.0,0.866,7.01,1,60,2208.15
S01067,9,organic,elementary,1,2.6,0.881,5.76,1,95,1814.4
S01068,25,paid,high,1,2.9,0.707,0.96,1,495,302.4
S01069,1,referral,middle,1,2.6,0.781,0.5,1,60,157.5
S01070,16,paid,elementary,2,2.5,0.808,14.0,0,495,4410.0
S01071,27,referral,elementary,1,0.9,0.885,3.0,0,60,945.0
S01072,1,paid,high,1,2.1,0.605,4.3,1,495,1354.5
S01073,26,paid,middle,2,1.2,0.868,4.0,0,495,1260.0
S01074,15,organic,middle,2,0.6,0.775,2.05,1,95,645.75
S01075,11,walk_in,elementary,1,0.7,1.0,19.0,0,45,5985.0
S01076,21,organic,middle,1,2.1,1.0,8.55,1,95,2693.25
S01077,27,referral,middle,1,2.7,0.989,3.0,0,60,945.0
S01078,12,paid,high,1,0.5,0.993,11.29,1,495,3556.35
S01079,6,walk_in,high,1,3.3,0.727,0.8,1,45,252.0
S01080,13,walk_in,high,1,3.0,0.897,2.13,1,45,670.95
S01081,7,organic,elementary,1,1.4,0.843,15.73,1,95,4954.95
S01082,12,walk_in,elementary,1,1.3,0.936,7.48,1,45,2356.2
S01083,16,paid,high,2,1.6,0.778,3.64,1,495,1146.6
S01084,20,organic,college,1,2.6,0.747,2.33,1,95,733.95
S01085,6,paid,middle,2,1.4,0.935,15.63,1,495,4923.45
S01086,28,organic,high,2,0.7,1.0,2.0,0,95,630.0
S01087,27,paid,high,1,2.0,0.835,3.0,0,495,945.0
S01088,26,organic,middle,1,0.0,1.0,4.0,0,95,1260.0
S01089,29,organic,middle,1,1.8,1.0,1.0,0,95,315.0
S01090,7,organic,middle,1,2.7,0.667,23.0,0,95,7245.0
S01091,3,paid,middle,1,2.0,0.835,1.96,1,495,617.4
S01092,15,referral,elementary,1,2.4,0.717,2.82,1,60,888.3
S01093,13,walk_in,middle,2,2.1,0.838,1.64,1,45,516.6
S01094,21,organic,middle,1,2.4,0.762,3.6,1,95,1134.0
S01095,12,paid,elementary,1,1.8,0.84,0.77,1,495,242.55
S01096,16,organic,middle,1,1.0,0.988,14.0,0,95,4410.0
S01097,29,organic,elementary,2,1.5,0.983,1.0,0,95,315.0
S01098,19,walk_in,middle,1,1.6,0.884,11.0,0,45,3465.0
S01099,29,organic,high,1,2.8,0.803,0.56,1,95,176.4
S01100,10,referral,middle,1,3.2,0.797,8.28,1,60,2608.2
S01101,1,paid,high,2,2.1,0.868,0.5,1,495,157.5
S01102,12,organic,middle,2,1.0,0.966,10.32,1,95,3250.8
S01103,28,referral,elementary,1,1.0,0.884,2.0,0,60,630.0
S01104,1,organic,middle,1,1.5,0.915,19.4,1,95,6111.0
S01105,19,walk_in,high,1,2.9,0.655,0.5,1,45,157.5
S01106,6,organic,college,2,2.0,0.945,24.0,0,95,7560.0
S01107,14,organic,elementary,1,1.7,1.0,2.9,1,95,913.5
S01108,7,referral,elementary,1,1.0,0.903,0.5,1,60,157.5
S01109,13,paid,college,2,2.5,0.682,8.11,1,495,2554.65
S01110,19,organic,high,1,2.0,0.985,11.0,0,95,3465.0
S01111,25,paid,middle,1,1.7,0.816,5.0,0,495,1575.0
S01112,9,organic,high,2,1.8,0.542,2.72,1,95,856.8
S01113,3,paid,middle,2,3.2,0.781,2.53,1,495,796.95
S01114,2,referral,high,1,1.6,0.922,3.82,1,60,1203.3
S01115,11,referral,elementary,1,3.2,0.826,5.38,1,60,1694.7
S01116,17,organic,middle,1,2.8,0.937,6.16,1,95,1940.4
S01117,3,paid,high,1,1.7,0.92,7.37,1,495,2321.55
S01118,22,walk_in,elementary,1,2.5,0.83,0.5,1,45,157.5
S01119,11,paid,high,1,1.6,0.642,15.93,1,495,5017.95
S01120,10,referral,elementary,2,1.0,0.782,20.0,0,60,6300.0
S01121,24,organic,high,1,1.5,0.881,6.0,0,95,1890.0
S01122,15,referral,high,2,0.9,0.982,11.83,1,60,3726.45
S01123,24,paid,middle,1,2.2,0.718,6.0,0,495,1890.0
S01124,1,walk_in,college,1,1.7,0.785,3.12,1,45,982.8
S01125,4,referral,middle,1,2.2,0.881,5.94,1,60,1871.1
S01126,24,referral,high,1,2.4,0.613,1.23,1,60,387.45
S01127,7,organic,elementary,1,0.0,0.717,23.0,0,95,7245.0
S01128,15,referral,elementary,1,2.0,0.814,1.26,1,60,396.9
S01129,21,organic,high,1,0.1,0.952,9.0,0,95,2835.0
S01130,29,organic,college,1,1.8,0.795,1.0,0,95,315.0
S01131,5,organic,middle,1,0.9,0.638,3.25,1,95,1023.75
S01132,21,paid,high,1,1.8,0.85,8.33,1,495,2623.95
S01133,1,paid,elementary,1,2.9,0.654,4.64,1,495,1461.6
S01134,27,walk_in,high,2,0.2,1.0,3.0,0,45,945.0
S01135,26,organic,high,2,1.9,0.852,1.63,1,95,513.45
S01136,10,organic,middle,1,1.6,0.885,2.45,1,95,771.75
S01137,0,organic,middle,2,0.0,1.0,18.75,1,95,5906.25
S01138,28,referral,high,1,2.3,0.768,0.5,1,60,157.5
S01139,26,paid,elementary,1,1.7,0.942,4.0,0,495,1260.0
S01140,19,paid,high,1,1.2,1.0,1.69,1,495,532.35
S01141,17,referral,high,2,1.1,0.942,13.0,0,60,4095.0
S01142,13,paid,middle,1,4.0,0.893,10.05,1,495,3165.75
S01143,11,organic,elementary,1,1.3,0.802,14.29,1,95,4501.35
S01144,23,organic,elementary,2,0.1,1.0,7.0,0,95,2205.0
S01145,9,paid,elementary,2,0.9,0.937,9.69,1,495,3052.35
S01146,5,walk_in,high,2,1.4,0.778,11.99,1,45,3776.85
S01147,11,paid,elementary,1,1.4,0.857,19.0,0,495,5985.0
S01148,21,organic,elementary,1,1.6,0.799,3.7,1,95,1165.5
S01149,26,paid,elementary,1,0.8,0.833,4.0,0,495,1260.0
S01150,21,paid,middle,1,2.2,0.839,9.0,0,495,2835.0
S01151,17,paid,middle,2,1.3,1.0,13.0,0,495,4095.0
S01152,5,paid,high,2,0.5,0.892,2.55,1,495,803.25
S01153,4,walk_in,high,1,1.0,0.897,9.79,1,45,3083.85
S01154,19,organic,college,1,1.4,0.706,3.83,1,95,1206.45
S01155,16,paid,high,1,2.5,0.828,0.5,1,495,157.5
S01156,20,paid,middle,1,2.1,0.96,10.0,0,495,3150.0
S01157,9,walk_in,elementary,1,1.4,0.954,6.58,1,45,2072.7
S01158,29,referral,college,2,1.7,0.924,1.0,0,60,315.0
S01159,27,paid,elementary,1,1.9,0.786,3.0,0,495,945.0
S01160,3,referral,middle,2,3.5,0.685,3.38,1,60,1064.7
S01161,4,paid,elementary,2,1.1,0.889,3.39,1,495,1067.85
S01162,1,walk_in,high,1,2.1,0.689,5.48,1,45,1726.2
S01163,14,organic,elementary,2,2.4,0.706,2.24,1,95,705.6
S01164,14,organic,middle,2,0.8,1.0,16.0,0,95,5040.0
S01165,0,referral,elementary,2,1.9,0.763,2.98,1,60,938.7
S01166,23,organic,high,1,1.8,1.0,5.27,1,95,1660.05
S01167,7,referral,middle,1,1.3,0.715,20.68,1,60,6514.2
S01168,10,paid,middle,1,2.2,0.877,9.7,1,495,3055.5
S01169,21,paid,middle,2,2.6,0.704,9.0,0,495,2835.0
S01170,5,organic,elementary,2,2.7,0.846,3.19,1,95,1004.85
S01171,18,referral,high,1,1.5,0.748,1.75,1,60,551.25
S01172,8,organic,high,1,1.9,0.848,2.09,1,95,658.35
S01173,27,walk_in,high,1,3.8,0.741,3.0,0,45,945.0
S01174,0,referral,college,2,0.7,0.868,30.0,0,60,9450.0
S01175,4,organic,middle,1,1.9,0.899,13.18,1,95,4151.7
S01176,0,organic,elementary,2,2.5,1.0,3.36,1,95,1058.4
S01177,13,walk_in,middle,2,1.8,0.803,11.97,1,45,3770.55
S01178,12,paid,elementary,1,2.3,0.922,10.63,1,495,3348.45
S01179,3,organic,middle,1,1.9,0.852,27.0,0,95,8505.0
S01180,7,paid,middle,1,2.4,0.817,8.91,1,495,2806.65
S01181,20,organic,middle,2,2.9,1.0,3.07,1,95,967.05
S01182,5,paid,high,1,1.5,0.625,13.65,1,495,4299.75
S01183,3,paid,high,1,1.9,0.769,1.46,1,495,459.9
S01184,5,walk_in,middle,1,1.7,0.655,3.82,1,45,1203.3
S01185,27,referral,high,1,1.3,0.836,3.0,0,60,945.0
S01186,22,organic,high,1,1.7,0.827,8.0,0,95,2520.0
S01187,14,paid,high,1,0.7,1.0,10.43,1,495,3285.45
S01188,16,paid,middle,1,2.4,0.858,14.0,0,495,4410.0
S01189,16,walk_in,high,1,3.2,0.98,1.05,1,45,330.75
S01190,2,organic,middle,2,3.2,0.946,28.0,0,95,8820.0
S01191,11,paid,elementary,2,2.8,0.775,4.11,1,495,1294.65
S01192,9,walk_in,elementary,1,0.8,0.945,4.89,1,45,1540.35
S01193,11,paid,high,1,3.1,0.971,3.37,1,495,1061.55
S01194,28,organic,middle,2,1.1,0.918,2.0,0,95,630.0
S01195,26,paid,middle,1,1.7,0.875,0.74,1,495,233.1
S01196,25,organic,middle,1,3.4,0.831,3.38,1,95,1064.7
S01197,22,walk_in,elementary,1,0.7,0.733,6.72,1,45,2116.8
